id,category,mvp_group,seed,problem_or_opportunity,solution_approach,is_offline_store,llm_expected_primary,llm_expected_primary_name,llm_expected_secondary,llm_expected_note,llm_why,auto_check,search_rank_of_expected,사람_확정_primary,사람_확정_secondary,사람_확정_note,사람_검수완료
D0147,정보부족,앱·플랫폼·소프트웨어,AI 기반 업무자동화 툴 겸 개발자·컨설팅 매칭 플랫폼,중소기업들이 반복 문서작성·데이터정리·간단한 RPA 업무를 자동화하고 싶지만 내부 개발자 없이 비용·속도가 문제. 한편 프리랜서 개발자·분석가들은 단편적 과제 수주 채널이 부족함.,"클라우드에서 동작하는 SaaS형 AI 도구(템플릿 라이브러리, API 연동)와, 플랫폼 내에서 맞춤 개발이 필요한 경우 프리랜서/에이전시와 프로젝트를 연결해 주는 마켓플레이스를 운영. 수익은 SaaS 구독, 마켓플레이스 커미션, 맞춤 개발 용역 수수료로 발생. 개발·배포는 자체 앱과 관리포털을 통해 이루어짐.",False,,,,정보 부족,"설명에 소프트웨어 개발·공급(722000) 요소와 플랫폼형 중개(525103 또는 749903 사업·무형재산권 중개 유사) 요소가 혼재되어 있음. 또한 직접 개발·용역을 수행하는지 아니면 단순 매칭·중개만 하는지, 제공 서비스가 순수 소프트웨어인지 컨설팅·인력중개인지 명확하지 않아 후보 코드 중 어느 하나로 단정하기에 정보가 부족하다.",OK,,,,,
D0148,정보부족,앱·플랫폼·소프트웨어,크리에이터 디지털 굿즈·NFT 마켓플레이스 앱(디지털 상품·멤버십·2차거래 지원),"콘텐츠 제작자들은 디지털 굿즈(굿즈 이미지, 음원 샘플, 디지털 굿즈권)를 팬에게 직접 판매하고 싶어하지만 결제·저작권 관리·2차거래 지원이 복잡함. 플랫폼화하면 팬과 제작자가 직접 거래할 수 있는 새로운 수익원을 만들 수 있음.","웹/모바일 플랫폼을 통해 크리에이터가 디지털 굿즈를 등록·판매하고, 플랫폼은 지갑 연동·결제(암호화폐 및 페이먼트 게이트웨이), 2차거래(중개 기능) 및 프리미엄 멤버십을 제공. 수익은 거래수수료, 상위멤버십 월사용료, 온체인 가스비 수익(또는 중개수수료) 등으로 발생. 플랫폼은 콘텐츠 호스팅과 검색·추천 기능을 제공.",False,,,,정보 부족,"서비스에는 디지털상품 유통(마켓플레이스), 가상자산(토큰/NFT) 매매 및 지갑·결제 기능, 콘텐츠 플랫폼(포털) 요소가 섞여 있음. 후보 코드 중 가상자산 매매(724002), 포털/인터넷정보(642004), 응용소프트웨어 개발(722000) 등이 적용될 가능성이 있으나, 실제로 플랫폼이 단순 중개인지(마켓플레이스), 자체적으로 가상자산을 취급·보관·환전하는지, 또는 단순 콘텐츠 호스팅인지 등 핵심 운영·수익 구조가 불명확해 코드 지정이 불가능함.",OK,,,,,
D0149,정보부족,교육·콘텐츠,AI 기반 영어 회화 연습 앱 + 영상 콘텐츠 구독 서비스,짧은 시간에 회화 연습할 기회가 부족한 직장인·유학생 수요가 늘고 있음. 개인 맞춤형 연습과 피드백을 원하는 수요가 존재함.,"AI 챗봇을 통한 실시간 회화 연습 기능(음성 인식·발음 피드백), 주제별 5~10분 분량의 영상 레슨, 주기적 라이브 튜터 세션을 하나의 구독형 앱으로 제공하고 추가로 1:1 튜터링을 유료로 판매한다.",False,,,,정보 부족,"사업 설명은 제품(앱, 영상)과 서비스(1:1 튜터링)를 섞어 제시해 어떤 업종코드(온라인교육 809016, 학원강사 940903, 1인미디어 940306, 미디어콘텐츠 921505 등)가 적합한지 불분명하다. 수익구조(구독 VS 강사 고용/프리랜서 매칭), 대상 연령·교육과정 성격(일반 회화인지 시험 대비인지), 자체 강사 고용 여부 등 핵심 정보가 빠져 업종 특정 불가.",OK,,,,,
D0150,정보부족,교육·콘텐츠,월간 어린이 창의력 놀이 교구 키트 제작·구독 + 유튜브 활동 영상,코로나 이후 집에서 하는 부모 주도 놀이·교육 수요 증가. 손쉽게 창의 활동을 제공하는 구독형 키트 시장 확대 가능.,"매달 주제별(과학·미술·공학) DIY 교구 키트(완성품 및 재료, 활동지 포함)를 제작해 구독자에게 배송하고, 각 키트별 사용법·확장 활동 영상을 유튜브와 회원 전용 플랫폼에 올려 광고·후원·키트 판매로 수익을 얻는다. 오프라인 팝업 워크숍을 간헐적으로 운영할 수도 있음.",False,,,,정보 부족,"사업에는 제조(교구 제작), 출판(활동지 PDF), 온라인 영상 제작(유튜브), 교육(워크숍) 요소가 혼재되어 있어 단일 업종 코드 지정이 어렵다. 제조와 유통 방식, 워크숍의 정기성(학원형 교육인지 단발 이벤트인지), 교육 대상 연령 및 주요 수익원(교구 매출 vs 영상 광고)이 명시되지 않아 정보 부족.",OK,,,,,
D0151,정보부족,교육·콘텐츠,기업 맞춤형 직무 역량 강화 워크숍 + e러닝 패키지 제작·판매,비대면·디지털 전환으로 직원 재교육 수요가 커짐. 기업별 맞춤형 콘텐츠와 현장 워크숍 수요가 병존함.,기업 니즈 분석 후 강사 파견형 오프라인 워크숍(팀빌딩·데이터 리터러시 등)과 기업 전용 LMS에 탑재 가능한 녹화 강의 패키지를 제작해 B2B 계약으로 판매한다. 패키지 제작비·구독형 유지보수(콘텐츠 업데이트)로 수익 창출.,True,,,,정보 부족,"사업은 교육 제공(학원·학습기관 성격, 809002/809018), 교육컨설팅(930921), 또는 기업용 콘텐츠 제작(921505) 중 어느 범주에 해당하는지 불명확하다. 주요 고객(개인 대상인지 기업 대상인지), 강사 고용형태, 정기적 교육기관 등록 여부 등이 누락되어 업종 판정이 불가능함.",OK,,,,,
D0152,복합,카페·음식점,스페셜티 커피 전문 카페(매장 운영) + 자체 로스팅·포장한 원두 제조·도매,"로컬 소비자들 사이에서 싱글 오리진·스페셜티 원두 수요는 증가하지만, 인근 지역에는 소량으로 신선하게 로스팅해 소매·도매로 공급하는 곳이 적음. 카페 한 공간에서 체험(테이스팅)과 즉석 음료 매출을 만들면서, 자체 브랜드 원두 패키지와 B2B 납품으로 수익을 다각화하면 안정적 마진 확보가 가능함.","도심 상권의 40석 규모 매장에서 에스프레소·필터커피(싱글 오리진), 메뉴(라떼·콜드브루·계절 스페셜)를 제공(매장 판매, 테이크아웃). 매장 내 소형(15~30kg) 드럼 로스터 설치로 생두를 소량 로스팅해 200g/1kg 포장 판매 및 온라인 정기구독(주간/월간)을 운영. 또한 품질이 검증된 로스트럭을 통해 주변 소형 카페·레스토랑에 5~20kg 단위로 도매 공급. 매장 매출은 음료·푸드(간단 베이커리 포함), 제조 매출은 포장원두 판매(온라인·매장)와 도매 납품으로 구분되어 각기 별도 회계처리가 가능함.",True,552303,커피 전문점,154901,주요 매장 영업(손님에게 직접 제공하는 커피 음료·접객시설)이 552303(커피 전문점)에 해당. 매장에서 원두를 로스팅·포장하여 제조·판매 및 외부에 도매 공급하는 활동은 154901(커피 가공업)에 해당.,"창업의 주된 고객 접점과 서비스는 카페(접객시설에서 커피 음료 제공)이므로 커피 전문점(552303)을 주업종으로 보고, 원두를 가공(로스팅·포장)하여 상품으로 제조·판매·도매하는 독립적 수익활동이 있어 커피 가공업(154901)을 보조업종으로 선택함. 후보 코드 정의에서 552303은 접객시설을 갖춘 커피 제공업, 154901은 커피 가공품·조제식품 제조로 일치함.",OK,1,,,,
D0153,복합,카페·음식점,테이크아웃·배달 중심의 헬시 주스 카페 + 병입 콜드프레스 주스 제조·유통,"오피스·헬스클럽 밀집 지역에서 신선한 저당·비가열 콜드프레스 주스와 간편한 건강식 샌드위치 수요가 높음. 동시에 편의점·호텔·기업 구내식당에 납품할 수 있는 소포장 병입 주스의 유통채널이 필요함. 매장 판매로 브랜드 인지도를 쌓고, 병입 제품의 도매·온라인 구독으로 확장하면 안정적 대량 판매가 가능함.","30㎡ 내외의 매장에서 테이크아웃·단체 주문(오피스)·앱배달 중심으로 신선한 콜드프레스 주스(250ml 병), 스무디, 샌드위치(통곡물 브레드·단백질 옵션)를 판매. 별도 위생구역(소형 제조실)을 갖춰 하루 생산량 200~500병 규모의 냉장 병입 라인을 운영(진공충진 또는 HPP 협업 가능). 제조된 병입 주스는 편의점·로컬 마트·헬스클럽·카페에 도매 공급하고, 기업 정기공급·온라인 정기구독(주간)으로 부가 매출 창출. 매장 매출(테이크아웃/배달)과 병입 주스 제조·도매는 독립적 수익원으로 운영.",True,552307,기타 비알코올 음료점업,155401,매장에서 접객시설(판매·테이크아웃·배달)로 주스와 음료를 만들어 제공하는 활동은 552307(기타 비알코올 음료점업)에 해당. 별도 제조실에서 병입하여 유통·도매하는 콜드프레스 주스 생산은 155401(기타 비알코올 음료 제조업)에 해당.,주요 고객 접점이 매장(테이크아웃/배달)이며 현장에서 음료를 만들어 제공하므로 552307을 주업종으로 판단함. 동시에 병입·유통을 통해 외부 소매·도매 시장에 공급하는 별도 제조활동이 존재하므로 비알코올 음료 제조업(155401)을 보조 업종으로 지정하는 것이 후보 코드 정의와 부합함.,검색23위,23,,,,
D0154,복합,소매(오프라인·온라인),전통·스페셜티 차(티) 전문 소매 및 소형 티룸 운영,"도심 소규모 소비자는 가정에서 즐길 수 있는 고품질·단일 원산지 차와 함께 즉석에서 시음할 수 있는 공간을 원함. 또한 차 문화가 되살아나며 찻잔·다구 같은 고급 도자기 상품 수요가 늘고 있고, 관광객·선물 수요로 소포장 차(100g 단위) 판매 기회가 존재함.","매장(10~12석)에서 싱글 오리진·전통차 테이스팅(잔 단위 및 테이스팅 세트)을 제공하고, 자체 블렌딩 및 소포장(100g, 250g)으로 포장한 차를 소매한다. 또한 한국·일본·국내 도예 작가의 찻잔·티포트·도자기 다구와 유리 티웨어를 수입·위탁 제작하여 매장 및 온라인으로 병행 판매한다. 정기 유료 티 클래스(소규모 워크숍)와 선물세트 제작·포장 서비스로 부수입을 창출한다.",True,522093,음료 소매업,523422,"주 매출은 매장에서 제공하는 음료(차) 및 포장차 판매가 중심이므로 음료 소매업(522093)을 주업종으로 설정하고, 찻잔·티포트 등 도자기·주방용품 소매 활동은 주방용품 및 가정용 유리·요업제품 소매업(523422)을 보조업종으로 지정.","매장 내 즉석 제공과 포장 차(음료류) 판매는 '음료 소매업' 코드에 부합하며, 도자기·유리 제품의 소매는 '주방용품 및 가정용 유리·요업제품 소매업' 코드와 직접 대응되어 복합(음료 제공+용품 소매) 성격을 잘 반영함.",검색63위,63,,,,
D0155,복합,소매(오프라인·온라인),중고 자동차 부품 매매·검수 판매와 신품 타이어 병행 판매·교체 서비스,"중고차·구형 차량 소유자는 정품 중고 부품을 찾기 어렵고, 지역 정비업체는 신속한 부품 공급처가 필요함. 동시에 타이어 교체 수요(신품 판매 및 장착 서비스)는 꾸준하여 안정적 현금흐름을 기대할 수 있음.","오프라인 매장(작업장 포함)과 온라인 재고 목록을 통해 사고·해체·검수한 중고 엔진 부품(헤드, 밸브, 트랜스미션 부속), 내장 부품(시트, 대시보드, 내장 패널) 등을 수리·리퍼 후 소매 판매한다(주수익). 병행하여 신품 타이어·튜브 재고를 갖추고 타이어 판매 및 매장 내 교체·밸런스 서비스를 연계한 판매로 별도 수익을 창출한다. 중고 부품의 수거·매입·상호 교환 프로그램을 운영해 재고 회전율을 높임.",True,503003,자동차 중고 부품 및 내장품 판매업,503001,"주요 매출원이 중고 부품의 매매 및 판매이므로 '자동차 중고 부품 및 내장품 판매업'(503003)을 주업종으로, 신품 타이어·튜브 판매는 별도 전문 코드인 '자동차 신품 타이어 및 튜브 판매업'(503001)을 보조업종으로 지정.",사업이 중고 부품 소매를 핵심으로 하며 타이어 신품 판매·교체를 병행하는 복합 구조이므로 각각의 품목군에 대응하는 두 개의 자동차 부품 관련 업종코드를 선택함으로써 실제 수익구조를 정확히 반영함.,OK,3,,,,
D0156,복합,생활서비스(미용·수리·세탁 등),코인세탁(셀프+위탁 수거)과 의류·린넨 맞춤수선(재봉·지퍼·단추교체)을 함께 제공하는 원스톱 세탁·수선 라운드,아파트 단지·원룸 밀집 지역에 세탁소는 있지만 수선(지퍼·단추·기장수선 등) 서비스가 별도로 없어 고객이 세탁물 맡길 때 수선까지 한번에 처리하길 원함. 바쁜 1~2인 가구와 공유숙박업체(게스트하우스)에서 수거·배달과 소량 맞춤 수선 수요가 꾸준히 발생함.,"오프라인 매장에 셀프 코인세탁기·건조기 및 전문 위탁 세탁 라인(프리미엄 코스)을 설치하고, 동일 공간에 숙련 재봉사가 상주하는 수선 창구를 둠. 고객은 세탁물 맡길 때 기장 수선, 지퍼 교체, 단추 다시달기, 구멍 메우기 등 소수선 옵션을 추가 가능. 앱/문자 기반 픽업·배달(정기 수거 구독)과 빠른 익일 EXPRESS 수선 요금제를 운영해 추가 수익을 창출. 수선용 부자재(지퍼, 단추, 수선키트) 소매 판매도 병행.",True,930100,가정용 세탁업,922105,"주수익은 가정용 세탁업(코인·위탁 세탁 및 배달)으로 분류하고(930100), 부수익·독립 서비스로 의류 및 직물 수선(재봉, 지퍼·단추 교체 등)을 922105로 분류함. 각 활동은 별도 가격표·영수증으로 독립 수익 관리 가능.","세탁(수거·세탁·건조·배달 및 코인셀프 운영)은 가정용 세탁업(930100)에 해당하며, 의류 수선·수정·직물 수리 등은 의복 및 기타 가정용 직물제품 수리업(922105)에 해당하므로 복합업으로 두 코드를 모두 적용함. 세탁이 주요 수익원이고 수선이 부수적 독립사업이므로 930100을 주(primary), 922105를 보조(secondary)로 선택함.",OK,1,,,,
D0157,복합,생활서비스(미용·수리·세탁 등),노트북·PC 수리·업그레이드(매입·리퍼비시 포함) + 스마트폰·가전 소형 전자기기 수리 전문점,"중·소도시에 노트북·데스크탑 수리와 스마트폰·소형 가전 수리를 동시에 신뢰성 있게 해주는 샵이 부족함. 대학생·프리랜서·소상공인의 중고·리퍼비시 수요가 크고, 기업 고객의 소량 기기 유지보수(정기 점검·부품 교체) 계약 수요도 존재함.","오프라인 수리점에서 PC·노트북 진단·메인보드·전원부 수리, SSD/HDD 교체·메모리 업그레이드, 데이터 복구 서비스를 제공하고, 수리 과정에서 재생 가능한 기기는 리퍼비시해 매입·정비 후 중고로 판매. 같은 매장 내에서 스마트폰(액정·배터리 교체), 태블릿, 소형 전자기기(블루투스 이어폰 등)의 수리도 병행해 부품 재고를 공유. 또한 소기업 대상 정기 유지보수 계약(월별 점검, 원격 지원)에 따른 B2B 수익을 확보함.",True,725000,컴퓨터 및 주변 기기 수리업,922103,"주수익은 컴퓨터·주변기기 수리(노트북/데스크탑 진단·수리·업그레이드·리퍼비시 판매)로 725000, 부수익 및 별개 서비스로 전기·전자·정밀기기(스마트폰·태블릿·소형 가전) 수리를 922103으로 분류함.","컴퓨터·노트북의 전문 수리·유지·리퍼비시 판매 활동은 '컴퓨터 및 주변 기기 수리업'(725000)에 적합하고, 스마트폰·태블릿·정밀 전자기기 수리 활동은 '전기·전자 및 정밀 기기 수리업'(922103)에 해당함. 두 활동은 서로 다른 독립적 수익원(수리·부품판매·중고판매·B2B 유지보수 계약)을 가지므로 복합 사업으로 725000을 주(primary), 922103을 보조(secondary)로 지정함.",OK,1,,,,
D0158,복합,제조·가공,소형·중형 실내용·외용 섬유보강 콘크리트 화분·벤치·가구 제조 및 맞춤 친환경 판지 포장박스 소량 주문생산 판매,"도심 소규모 조경업체와 인테리어 샵은 무거운 콘크리트 화분·가구를 소량 맞춤 주문으로 원하지만, 대량생산품은 디자인과 내구성이 떨어지고 운송 중 파손 방지를 위한 맞춤 포장 수요가 많다. 또한 지역 공방·소형 제조업체들은 지속가능한 소량 맞춤 포장재를 확보하기 어렵다.","작업장(소규모 몰드·진공진공성형·진동·양생 라인)을 갖추고 섬유(유리섬유·섬유보강제) 혼합 콘크리트로 디자인 화분, 실내외 벤치, 테라스용 가구 등 주문제작 제품을 제조·직판(온라인·B2B 도매 포함)한다. 동시에 자체 소형 골판지 재단·접착·인쇄 설비를 들여 제품별 맞춤 완충 인서트가 포함된 친환경 판지 상자(포장박스)를 소량 주문생산하여 자사 제품 포장에 사용하고, 외부 공방·가구업체·전시업체 등에 B2B로 판매하여 별도 수익을 창출한다.",True,269506,그 외 기타 콘크리트 제품 및 유사 제품 제조업,210201,"주수익은 콘크리트 제품 제조(화분·가구)이고, 부수익으로 판지 상자(맞춤 포장) 소량 주문제작·판매를 병행하는 복합형 사업.","269506(그 외 기타 콘크리트 제품 및 유사 제품 제조업)은 장식용·가구형 콘크리트 제품(화분, 벤치 등) 제조에 적합하고, 210201(판지 상자 및 용기 제조업)은 맞춤 판지 포장용기 제조로 정확히 대응되므로 주·부 업종으로 분리 적용 가능함.",검색32위,32,,,,
D0159,복합,제조·가공,COB·SMD 기반 고효율 LED 모듈 조립형 조명기구(다운라이트·바 조명) 제조 및 LED 칩·모듈 소형 도매 공급,"중소형 상업공간·카페·리모델링 업체는 고효율 저발열 소형 조명기구를 소량으로 빠르게 납품받기를 원하지만, 조명기구 제조사들은 최소발주량(MOQ)과 납품기한 때문에 소규모 프로젝트 대응이 어렵다. 동시에 조명 설계·DIY 제작자들은 소형 LED 칩·모듈의 국내 소량 구매처가 부족하다.","소형 생산라인에서 COB·SMD LED를 기반으로 전용 드라이버, 방열구조, 렌즈를 조립해 다운라이트·랙·바형 조명기구와 모듈 형태 제품을 제조·납품(브랜드 제품 및 ODM/B2B)한다. 병행해 자체 검수·패키징한 LED 칩·소형 모듈(바·패키지화된 모듈)을 소량 단위로 전자부품상, 조명설계사, 소규모 조명업체에 도매로 공급하여 별도 매출을 확보한다. 온라인 주문·기술지원 포털과 샘플·소량 판매를 통한 빠른 납품을 핵심 경쟁력으로 삼는다.",False,315005,기타 조명장치 제조업,321004,"주된 사업은 조명기구(완제품) 제조(315005)이며, 병행하여 LED 소자·모듈(부품) 제조·도매(321004)를 통해 독립적 추가 수익을 얻는 구조.","315005(기타 조명장치 제조업)은 완제품 조명기구(드라이버 결합 유무 포함)의 제조에 적합하고, 321004(발광 다이오드 제조업)은 LED 소자·칩·모듈을 제조하여 부품 도매로 판매하는 활동을 직접 반영하므로 두 코드의 복합 적용이 타당함.",OK,6,,,,
D0160,복합,농업·스마트팜,도심형 수직 수경재배로 키운 마이크로그린·샐러드 직영 카페 운영,"도심 내 신선 채소(마이크로그린, 베이비리프)에 대한 수요는 늘었지만, 유통 과정에서 신선도와 공급 안정성이 떨어지고, 레스토랑·카페로의 소량·정기 납품이 어렵다. 또한 소비자들은 신선한 샐러드를 빠르게 먹을 수 있는 장소를 원함.","도심 창고형 시설에서 LED 수경 수직재배 시스템으로 마이크로그린, 베이비리프, 허브(바질, 민트)를 연중 생산(주간·소량 다품종, 자동화 관비·환경제어). 생산물은 (1) B2B 정기 납품: 근처 레스토랑·샐러드 전문점에 포장 납품(주단위 정기계약) 및 신선도 보장(냉장 배송), (2) 직영 오프라인 카페: 같은 건물 1층에 샐러드·샌드위치·스무디를 판매하는 소형 서양식 카페 운영으로 즉석 소비 유도. 추가로 소량 소포장 온라인 직판(구독 박스)을 병행해 매출 다각화.",True,011008,"채소, 화훼 및 과실작물 시설 재배업",552104,"시설 내에서 채소류(마이크로그린·허브)를 재배하는 활동을 주사업(011008)으로 보고, 현장에서 조리·제공하는 카페 운영은 서양식 음식점업(552104)으로 분류함.","주수익은 온실/시설 기반의 채소 재배(시설 재배업 코드 011008)에 해당하며, 별개로 소비자에게 조리된 샐러드·음료를 제공하는 카페는 음식점업(552104)으로 독립적 수익 활동이므로 두 코드 병기. 재배와 조리·판매가 각각 독립된 매출원으로 운영됨.",검색밖,,,,,
D0161,복합,농업·스마트팜,스마트 관망형 딸기 농장 + 팜스탑(직판장) 및 체험·수확 행사,"딸기 농산물은 신선도가 중요한데, 소규모 농가는 유통망에서 가격변동과 판로 확보에 어려움을 겪음. 도시 소비자들은 농장 체험·직거래를 통한 신뢰성 있는 농산물 구매를 선호함.","스마트 센서(토양·환경·관수 자동화)와 저온저장 시스템을 도입한 야외·시설 복합 딸기 재배(품종: 설향·매향). 수익 모델은 (1) 농산물 생산 및 도매·소매: 계절 중 도매 납품과 자체 팜스탑에서 신선 딸기·선물세트·간단 가공품(냉동딸기 소포장) 직접 판매, (2) 체험 프로그램·유료 수확 체험(유치원·가족 대상 예약형)으로 입장료·체험비 수익 창출. 온라인 예약과 택배 배송 병행.",True,011004,과실작물 재배업,522040,"딸기 재배는 과실작물 재배업(011004)으로 분류하고, 농장에서 직접 소비자에게 신선 과일 및 관련 상품을 판매하는 팜스탑·직판은 채소·과실 소매업(522040)으로 분류함.","주된 생산활동은 노지·시설을 통한 과실작물 재배(딸기)이므로 011004를 적용하고, 별도로 운영하는 농장 직판장·소매판매(현장판매 및 소포장 과실 판매 등)는 소매업(522040)에 해당하여 복합업종으로 두 코드가 적절함.",검색55위,55,,,,
D0162,복합,앱·플랫폼·소프트웨어,지역 소상공인 대상 예약·리뷰·SNS연동 로컬커머스 플랫폼(앱) + 상점용 SaaS 유료구독,"동네 카페·맛집·미용실 등 소상공인은 자체 예약·재고·프로모션 관리 시스템이 없어 SNS DM·전화로 예약·주문을 처리하고, 소비자는 가게 정보·신뢰도·즉시 구매 수단이 분산되어 있어 반복 방문·즉시 구매 전환율이 낮음. 소상공인의 디지털화 수요는 높으나 전담 인력이 부족하고, 광고비는 부담스러움.","모바일·웹 앱을 통해 소비자에게 지역 가게 검색·리뷰·실시간 예약·테이크아웃·간편결제·SNS 공유 기능을 제공하고, 가게별 프로모션·쿠폰을 노출해 즉시 구매 전환을 유도한다(수익: 거래 수수료·유료 프로모션 광고). 동시에 가맹 소상공인 대상 클라우드 기반 SaaS를 월구독으로 제공하여 예약·테이블관리·재고·간편정산·SNS 연동(인스타그램 샵/페이스북 등) 기능을 제공하고 온·오프 프로모션을 관리할 수 있게 한다(수익: 구독료, 온보딩·교육 수수료). 오프라인 매장은 운영하지 않음(플랫폼/서비스만 제공).",False,722000,응용 소프트웨어 개발 및 공급업,525103,Primary: 응용 소프트웨어 개발 및 공급업(모바일/웹 플랫폼·SaaS 개발 및 공급). Secondary: 전자상거래 소매 중개업(SNS 연동을 통한 소비자 대상 상품·서비스 소매 중개 및 거래 수수료).,앱·SaaS 개발과 공급이 핵심(722000). 소비자와 소상공인 사이에서 상품·예약·결제를 중개하고 SNS를 통한 소매거래를 주선하므로 전자상거래 소매 중개업(525103)이 부수적 수익활동에 해당한다.,검색밖,,,,,
D0163,복합,앱·플랫폼·소프트웨어,모바일 RPG 게임 개발(부분유료화·유저거래) + 게임 아이템 NFT 마켓 및 오프라인 굿즈 팝업 스토어,"모바일 게임 시장에서는 부분유료화(IAP)만으로는 지속적 매출 확보가 어렵고, 유저 간 희귀 아이템 거래·소유권 증명이 가능한 시장 수요가 증가함. 또한 게임 IP 기반 오프라인 굿즈에 대한 팬 수요가 높아 추가 수익 가능성이 존재함.","모바일 게임(부분유료화 기반 RPG)을 개발하여 기본 수익은 유료 아이템·월구독 배틀패스·광고에서 창출한다. 희귀 스킨·무기 등 일부 아이템은 블록체인 기반으로 발행(토큰화)하여 유저 간 P2P 거래가 가능한 마켓플레이스를 운영하고, 마켓에서는 유저 간 거래 수수료·상장수수료를 받는다. 게임 출시 후 시즌별 한정판 굿즈(피규어·티셔츠·스티커 등)를 제작해 팝업 오프라인 스토어에서 판매하고, 매장 구매 시 게임 계정과 연동해 보상(디지털 아이템)을 제공한다(수익: IAP·구독·거래수수료·오프라인 굿즈 매출).",True,722002,모바일 게임 소프트웨어 개발 및 공급업,724002,Primary: 모바일 게임 소프트웨어 개발 및 공급업(모바일 게임 개발·운영). Secondary: 가상자산 매매 및 중개업(블록체인 기반 게임 아이템·가상자산의 매매·중개 서비스 운영).,"게임 자체는 모바일 게임 소프트웨어 개발 및 공급(722002)에 해당하고, 블록체인 토큰화된 아이템의 매매·중개·거래 플랫폼 운영은 가상자산 매매 및 중개업(724002)에 부합하므로 두 코드를 복합으로 적용한다.",OK,1,,,,
D0164,복합,교육·콘텐츠,초등 대상 블록 코딩·로봇 공작 스튜디오(오프라인 학원 + 교재·키트 출판·판매),"초등학생 대상의 실습 중심 STEM 교육 수요는 증가하지만, 학교와 기존 학원은 이론 중심이거나 일회성 체험에 그침. 부모들은 연속된 커리큘럼과 집에서复습할 수 있는 교재·키트를 원함. 지역 기반의 체험형 학원과 자체 학습물로 복수의 수익원을 만들기 용이함.","서울 인근 상가(약 60㎡)에 주 2회 90분 블록 코딩·로봇 공작 오프라인 학원을 운영(방과후반, 주말 워크숍, 방학 캠프). 자체 커리큘럼에 맞춘 교재(워크북, 활동지)와 조립형 로봇 키트(보드, 모터, 센서, 설명서)를 직접 기획·제작·판매. 학원 수업료(월수강료, 캠프 참가비)로 안정적 수익을 확보하고, 온라인몰 및 학부모 대상 단체구매로 교재·키트 도매·소매 판매를 병행. 또한 타 학원·학교에 커리큘럼과 교재를 라이선스 제공하여 B2B 매출도 창출.",True,809013,컴퓨터 학원,221103,"주수익은 오프라인에서 이루어지는 컴퓨터/코딩 학원 운영(수강료, 캠프비 등). 부수익으로 자체 기획한 학습서·워크북과 조립 키트를 출판·판매(개별판매·단체구매·학교 납품).",오프라인에서 정기적으로 코딩·로봇 실습을 가르치는 활동은 '컴퓨터 학원(809013)'에 해당. 자체 기획·인쇄되는 학습지·참고서류와 학습서 성격의 교재 출판·판매는 '교과서 및 학습 서적 출판업(221103)'으로 분류되는 것이 적절함.,OK,1,,,,
D0165,복합,교육·콘텐츠,실무 영어·프레젠테이션 온라인 아카데미(유튜브 쇼츠 + 구독형 라이브 수업·코칭),"취업 준비생 및 직장인은 실무 중심의 짧은 영어 표현·프레젠테이션 연습을 원하지만, 무료 영상은 단편적이고 실전 피드백이 부족함. 고품질 영상 콘텐츠로 유입을 늘리고 유료 라이브·코칭으로 전환하면 복합 수익구조 구축 가능.","전문 제작팀과 함께 실전형 강의 영상을 유튜브(무료 쇼츠·롱폼)와 자체 플랫폼에 업로드하여 광고·스폰서 수익과 잠재 고객을 확보. 별도로 구독 기반 온라인 아카데미를 운영하여 주간 라이브 세션(소그룹 회화·발표 피드백), 모의면접 1:1 코칭, 다운로드 가능한 실전 문제집·프레젠테이션 템플릿을 판매. 기업체 대상 사내 강의 패키지(라이브/녹화 강의 납품)도 병행하여 B2B 매출을 창출.",False,809016,온라인 교육학원,940306,"주수익은 온라인 강의(구독, 라이브 클래스, 1:1 코칭, 기업납품)에서 발생하며 이는 '온라인 교육학원(809016)'에 해당. 부수익은 유튜브·1인 미디어 활동을 통한 광고·스폰서·채널 수익으로 '1인미디어콘텐츠창작자(940306)'로 분류.",강의 콘텐츠를 제작·보유하고 인터넷으로 교육(구독형 라이브 포함)을 제공하는 주된 활동은 '온라인 교육학원(809016)'에 해당. 동시에 유튜브 등 1인 미디어 채널로 공개 콘텐츠를 제작·수익화하는 활동은 '1인미디어콘텐츠창작자(940306)'로 적합하므로 복합 코드로 분류함.,OK,1,,,,
D0166,구어체,카페·음식점,"동네 스페셜티 원두 로스팅+카페, 에스프레소·드립·원두포장·병입 콜드브루 팔거임",동네에 제대로 로스팅해서 소포장·병입까지 해주는 카페가 없음. 집에서 원두·콜드브루 사는 사람 많고 온라인 수요도 큼.,"작은 매장 차려서 매일 소량 로스팅, 매장서 에스프레소·드립 제공하고 로스팅한 원두 200g·500g 소분으로 판매. 자체 병입한 콜드브루(300ml)도 만들어 포장·판매하고 온라인 주문·택배함.",True,552303,커피 전문점,154901,주요 활동은 접객시설을 갖춘 커피전문점(음료 제공)이지만 자체 원두로스팅·가공 및 병입상품을 제조·판매하므로 커피가공업 보조코드 적용.,매장(접객시설)에서 커피 음료를 전문적으로 제공하므로 552303(커피 전문점)이 1차. 원두 로스팅·병입상품 제조(가공)는 154901(커피 가공업)에 해당하므로 보조로 표기.,OK,1,,,,
